dataset,reference_locus,gene,annotation,strand,translation_start,n_motif_occurrences,minimum_mismatches,has_exact_motif,has_one_mismatch_motif,has_leq1_mismatch_motif,closest_motif_start_rel_CDS
background,MIDG2331_RS07145,gltS,sodium/glutamate symporter,+,1552985,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07155,,IS4-like element ISVsa5 family transposase,-,1555764,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07160,,hypothetical protein,-,1556183,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07165,radC,RadC family protein,-,1556746,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07170,,DUF3560 domain-containing protein,-,1557526,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07175,,STY4534 family ICE replication protein,-,1558069,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07180,,DNA topoisomerase III,-,1560999,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07185,,plasmid fertility inhibition factor family protein,+,1561090,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07190,,membrane lipoprotein lipid attachment site-containing protein,-,1562381,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07195,,single-stranded DNA-binding protein,-,1562830,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07200,,DUF3158 family protein,-,1563550,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07205,,PFL_4669 family integrating conjugative element protein,-,1564320,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07215,,STY4528 family pathogenicity island replication protein,-,1565768,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07220,,DUF2857 domain-containing protein,-,1566469,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07225,,ParB family protein,-,1568157,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07230,dnaB,replicative DNA helicase,-,1569505,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07235,,ParA family protein,-,1570343,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07265,mfd,transcription-repair coupling factor,-,1574539,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07275,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY,-,1577978,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07280,folB,dihydroneopterin aldolase,+,1578050,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07285,cdd,cytidine deaminase,+,1578512,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07290,ftsX,permease-like cell division protein FtsX,-,1580390,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07295,ftsE,cell division ATP-binding protein FtsE,-,1581053,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07300,ftsY,signal recognition particle-docking protein FtsY,-,1582877,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07305,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,+,1582955,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07310,,HI1450 family dsDNA-mimic protein,+,1583613,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07315,hpaC,"4-hydroxyphenylacetate 3-monooxygenase, reductase component",+,1583940,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07325,artM,arginine ABC transporter permease ArtM,-,1586250,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07330,artQ,arginine ABC transporter permease ArtQ,-,1586921,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07340,artP,arginine ABC transporter ATP-binding protein ArtP,-,1588400,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07345,,YbhB/YbcL family Raf kinase inhibitor-like protein,-,1589122,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07350,,calcium/sodium antiporter,+,1589195,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07355,,helix-turn-helix domain-containing protein,-,1590528,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07360,,type II toxin-antitoxin system RelE/ParE family toxin,-,1590880,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07365,,protein-disulfide reductase DsbD,+,1591074,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07370,,elongation factor P hydroxylase,+,1592883,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07375,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,-,1594350,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07380,,penicillin-binding protein activator,+,1594423,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07385,,YraN family protein,+,1596146,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07390,,D-sedoheptulose-7-phosphate isomerase,+,1596526,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07395,dolP,division/outer membrane stress-associated lipid-binding lipoprotein,+,1597126,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07420,,heme lyase CcmF/NrfE family subunit,-,1602112,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07425,ccmE,cytochrome c maturation protein CcmE,-,1602657,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07430,ccmD,heme exporter protein CcmD,-,1603038,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07435,,heme ABC transporter permease,-,1603782,1,1,FALSE,TRUE,TRUE,34
background,MIDG2331_RS07440,ccmB,heme exporter protein CcmB,-,1604495,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07445,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,-,1605127,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07450,hda,DnaA regulatory inactivator Hda,-,1605978,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07480,,DUF5718 family protein,+,1611972,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07485,,oxaloacetate decarboxylase subunit gamma,+,1612987,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07490,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,+,1613260,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07495,,sodium ion-translocating decarboxylase subunit beta,+,1615079,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07500,,zinc ribbon domain-containing protein YjdM,+,1616516,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07505,,cytochrome c peroxidase,+,1617011,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07510,yggU,DUF167 family protein YggU,-,1618770,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07515,,YggT family protein,-,1619305,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07520,,YggL family protein,-,1619768,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07525,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,-,1620576,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07530,,beta-ketoacyl-ACP synthase III,-,1621574,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07535,plsX,phosphate acyltransferase PlsX,-,1622620,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07540,rpmF,50S ribosomal protein L32,-,1622815,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07545,yceD,23S rRNA accumulation protein YceD,-,1623357,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07550,,cytochrome C assembly family protein,+,1623577,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07555,,HlyC/CorC family transporter,+,1624464,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07560,,sodium-dependent transporter,+,1626105,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07565,manX,PTS mannose transporter subunit IIAB,+,1628007,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07570,,PTS mannose/fructose/sorbose transporter subunit IIC,+,1628991,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07575,,PTS mannose transporter subunit IID,+,1629805,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07580,,DUF986 family protein,+,1630740,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07585,manA,"mannose-6-phosphate isomerase, class I",+,1631195,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07590,,hypothetical protein,+,1632462,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07595,apxID,RTX toxin T1SS ABC transporter adaptor subunit ApxID,-,1634495,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07600,apxIB,RTX toxin T1SS ABC transporter permease/ATPase subunit ApxIB,-,1636627,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07605,,hypothetical protein,-,1637010,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07610,,ABC transporter substrate-binding protein,+,1637482,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07615,,ABC transporter permease,+,1638628,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07620,fbpC,ferric ABC transporter ATP-binding protein,+,1640738,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07625,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,-,1643239,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07630,fbp,class 1 fructose-bisphosphatase,+,1643362,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07635,,"IS256 family transposase, variant Zn-binding type",-,1645085,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07640,tuf,elongation factor Tu,-,1646772,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07645,fusA,elongation factor G,-,1648939,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07650,rpsG,30S ribosomal protein S7,-,1649509,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07655,rpsL,30S ribosomal protein S12,-,1650020,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07660,rfaC,lipopolysaccharide heptosyltransferase RfaC,-,1651101,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07665,waaF,lipopolysaccharide heptosyltransferase II,-,1652213,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07670,,MliC family protein,-,1652699,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07675,,LysM-like peptidoglycan-binding domain-containing protein,-,1654212,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07680,,ComEA family DNA-binding protein,+,1654513,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07685,asd,archaetidylserine decarboxylase,+,1655008,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07690,hsdR,EcoAI/FtnUII family type I restriction enzme subunit R,+,1656015,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07695,,class I SAM-dependent DNA methyltransferase,+,1658462,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07700,,virulence RhuM family protein,+,1659940,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07705,,restriction endonuclease subunit S,+,1660932,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07710,,tyrosine-type recombinase/integrase,+,1662453,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07715,,restriction endonuclease subunit S,-,1664579,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07720,gshAB,bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB,+,1664766,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07725,,MerR family transcriptional regulator,-,1667751,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07730,,aromatic amino acid transporter,+,1667951,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07735,,YfcZ/YiiS family protein,-,1669510,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07740,,aldo/keto reductase,+,1669650,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07745,,AMP-dependent synthetase/ligase,-,1672390,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07750,mqo,malate dehydrogenase (quinone),-,1674046,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07755,,hypothetical protein,-,1674567,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07760,,glycine zipper 2TM domain-containing protein,+,1674787,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07765,,PACE efflux transporter,+,1675170,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07770,mglC,galactose/methyl galactoside ABC transporter permease MglC,-,1676676,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07775,mglA,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,-,1678192,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07780,mglB,galactose/glucose ABC transporter substrate-binding protein MglB,-,1679247,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07785,ompA,porin OmpA,-,1680607,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07795,,hotdog fold thioesterase,+,1684257,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07800,yidC,membrane protein insertase YidC,+,1684835,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07805,,cytochrome c3 family protein,-,1687362,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07810,,nitrate reductase cytochrome c-type subunit,-,1687796,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07815,napH,quinol dehydrogenase ferredoxin subunit NapH,-,1688708,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07820,napG,ferredoxin-type protein NapG,-,1689613,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07825,napA,nitrate reductase catalytic subunit NapA,-,1692231,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07830,,chaperone NapD,-,1692532,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07835,napF,ferredoxin-type protein NapF,-,1693065,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07840,,NAD(P)H-dependent oxidoreductase,+,1693264,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07855,,hypothetical protein,-,1695924,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07860,rne,ribonuclease E,-,1699072,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07865,,RsiV family protein,+,1699473,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07870,,isoprenylcysteine carboxyl methyltransferase family protein,-,1701140,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07875,ubiD,4-hydroxy-3-polyprenylbenzoate decarboxylase,-,1702753,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07880,znuA,zinc ABC transporter substrate-binding protein ZnuA,+,1702899,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07885,,"IS256 family transposase, variant Zn-binding type",-,1704538,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07890,,glutathione peroxidase,-,1705712,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07895,oxyR,DNA-binding transcriptional regulator OxyR,+,1705837,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07900,fabR,HTH-type transcriptional repressor FabR,+,1706723,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07905,,protein disulfide oxidoreductase,+,1707355,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07910,rnr,ribonuclease R,+,1707938,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07915,,hypothetical protein,+,1710405,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07920,tyrS,tyrosine--tRNA ligase,+,1711215,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07925,rpoD,RNA polymerase sigma factor RpoD,-,1714420,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07930,dnaG,DNA primase,-,1716264,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07935,rpsU,30S ribosomal protein S21,-,1716656,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07940,rfbB,"dTDP-glucose 4,6-dehydratase",-,1717967,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07945,,acyltransferase,-,1718958,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07950,,acyltransferase family protein,-,1719392,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07955,,acyltransferase family protein,-,1720104,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07960,,sugar transferase,-,1721418,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07965,glf,UDP-galactopyranose mutase,-,1722533,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07970,,flippase,-,1724027,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07975,,O-antigen polymerase,-,1725355,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07980,,sugar transferase,-,1726407,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07985,,glycosyltransferase family 2 protein,-,1727476,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07990,,glycosyltransferase,-,1728552,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS07995,,DUF4422 domain-containing protein,-,1729376,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08000,,LPS O-antigen chain length determinant protein WzzB,-,1730491,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08005,erpA,iron-sulfur cluster insertion protein ErpA,+,1730637,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08010,,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",-,1731964,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08015,tsaA,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,+,1732061,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08020,,SIMPL domain-containing protein,+,1732861,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08025,aqpZ,aquaporin Z,+,1733723,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08030,slyD,peptidylprolyl isomerase,+,1734758,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08035,ilvA,"threonine ammonia-lyase, biosynthetic",+,1735477,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08040,glmM,phosphoglucosamine mutase,+,1737075,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08045,rpiA,ribose-5-phosphate isomerase RpiA,+,1738556,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08055,,"IS256 family transposase, variant Zn-binding type",+,1741087,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08060,,"IS256 family transposase, variant Zn-binding type",-,1742777,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08065,pdxY,pyridoxal kinase PdxY,-,1743780,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08075,accA,acetyl-CoA carboxylase carboxyl transferase subunit alpha,-,1745037,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08080,,multicopper oxidase domain-containing protein,-,1746566,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08085,,1-acylglycerol-3-phosphate O-acyltransferase,-,1747315,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08090,tpx,thiol peroxidase,+,1747458,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08095,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,+,1748081,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08100,,PFL family protein,-,1750902,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08105,,ACT domain-containing protein,-,1751187,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08110,,pirin family protein,-,1752014,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08115,,Dps family protein,+,1752330,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08120,,helix-turn-helix domain-containing protein,+,1753132,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08125,,patatin-like phospholipase family protein,+,1753581,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08130,yccS,YccS family putative transporter,-,1757187,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08135,mgsA,methylglyoxal synthase,-,1757727,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08155,,valine--tRNA ligase,-,1763548,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08160,,phospholipase D-like domain-containing protein,-,1764241,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08170,,UPF0149 family protein,-,1765848,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08175,,GNAT family N-acetyltransferase,-,1766281,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08180,,DNA polymerase III subunit chi,-,1766736,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08185,lysM,peptidoglycan-binding protein LysM,+,1766988,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08190,tig,trigger factor,+,1767633,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08195,,rhodanese-like domain-containing protein,+,1769067,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08200,secB,protein-export chaperone SecB,+,1769541,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08205,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,+,1770226,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08215,tuf,elongation factor Tu,-,1773442,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08240,coaA,type I pantothenate kinase,+,1774196,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08245,,DsbE family thiol:disulfide interchange protein,+,1775281,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08250,,cytochrome c-type biogenesis protein,+,1775804,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08260,mog,molybdopterin adenylyltransferase,+,1777281,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08265,glnB,nitrogen regulatory protein P-II,+,1777976,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08270,lspA,signal peptidase II,+,1778393,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08275,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,+,1778876,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08280,,FAD assembly factor SdhE,+,1779820,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08285,,NAD(P)-dependent oxidoreductase,-,1780736,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08290,hutW,heme anaerobic degradation radical SAM methyltransferase ChuW/HutW,-,1782553,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08295,,glutathione S-transferase family protein,-,1783327,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08300,lysA,diaminopimelate decarboxylase,-,1784643,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08305,frdD,fumarate reductase subunit FrdD,-,1785401,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08310,frdC,fumarate reductase subunit FrdC,-,1785806,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08315,,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,-,1786549,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08320,frdA,fumarate reductase (quinol) flavoprotein subunit,-,1788361,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08330,dapF,diaminopimelate epimerase,-,1790593,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08335,,anaerobic C4-dicarboxylate transporter,+,1790774,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08340,,fluoride efflux transporter FluC,-,1792539,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08345,,MFS transporter,-,1793606,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08350,,anhydro-N-acetylmuramic acid kinase,+,1793701,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08355,murQ,N-acetylmuramic acid 6-phosphate etherase,+,1794863,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08360,prmA,50S ribosomal protein L11 methyltransferase,-,1796725,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08365,,GNAT family N-acetyltransferase,-,1797275,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08370,,type II toxin-antitoxin system TacA family antitoxin,-,1797539,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS08375,tldD,metalloprotease TldD,-,1799120,0,,FALSE,FALSE,FALSE,
